,Date,Hour,Number_of_Incidents,Total_Volume,Average_Speed
448,1/30/2018,10,5,22725,36.19915254
121,1/18/2018,10,6,22760,35.19742489
198,1/20/2018,18,10,22765,33.01369863
1561,12/9/2017,20,8,22775,32.51764706
1645,2/12/2018,11,11,22795,34.96124031
1624,2/11/2018,12,8,22797,34.0155642
260,1/23/2018,9,10,22799,33.00452489
1878,2/22/2018,20,6,22807,35.43369176
424,1/3/2018,9,16,22816,33.24454148
192,1/20/2018,12,5,22836,32.4537037
2483,3/21/2018,21,6,22836,36.40816327
1369,12/3/2017,15,11,22848,34.86486486
1370,12/3/2017,16,4,22889,35.543379
2221,3/11/2018,11,12,22904,35.89361702
241,1/22/2018,14,11,22924,34.52727273
239,1/22/2018,12,11,22937,34.9321267
892,11/30/2017,10,15,22941,34.20920502
165,1/2/2018,9,9,22961,35.22007722
236,1/22/2018,9,13,22965,33.16289593
144,1/19/2018,10,4,22987,35.3697479
3200,4/25/2018,10,14,22992,34.52232143
3370,4/4/2018,21,11,23002,36.41836735
385,1/28/2018,18,7,23013,34.10212766
164,1/2/2018,8,10,23016,35.51968504
471,1/31/2018,10,7,23034,35.67088608
1342,12/29/2017,11,11,23050,35.28235294
2371,3/17/2018,21,10,23059,34.77210884
363,1/27/2018,19,4,23075,33.41452991
2062,2/5/2018,10,8,23090,35.2109375
816,11/27/2017,11,15,23094,34.73151751
2384,3/18/2018,11,7,23106,37.43629344
1827,2/2/2018,11,11,23146,34.4266055
3222,4/26/2018,10,4,23147,34.4
2207,3/10/2018,20,9,23151,34.82918149
2821,4/1/2018,19,13,23180,36.51186441
1218,12/20/2017,9,8,23205,35.2
1527,12/8/2017,9,7,23205,35.27149321
1935,2/25/2018,11,12,23212,36.64230769
330,1/26/2018,10,11,23219,35.05349794
1394,12/30/2017,18,10,23219,34.078125
1181,12/19/2017,19,9,23220,33.08
1042,12/13/2017,20,4,23229,33.98054475
2426,3/2/2018,9,1,23237,34.66507177
265,1/23/2018,14,13,23239,34.04035874
1628,2/11/2018,16,4,23240,34.28515625
494,1/4/2018,9,6,23247,33.13043478
2656,3/29/2018,21,2,23272,35.4924812
284,1/24/2018,9,10,23280,31.71962617
2528,3/23/2018,21,7,23282,35.57295374
355,1/27/2018,11,12,23283,34.00854701
427,1/3/2018,12,6,23288,32.34361233
310,1/25/2018,12,13,23298,34.85221675
423,1/3/2018,8,16,23314,32.44978166
499,1/4/2018,14,13,23323,32.59030837
1251,12/21/2017,19,6,23333,31.53211009
1887,2/23/2018,7,7,23337,34.48275862
283,1/24/2018,8,13,23339,32.84722222
1627,2/11/2018,15,2,23349,34.90697674
3048,4/19/2018,21,9,23354,35.3220339
429,1/3/2018,14,8,23363,32.84051724
1575,2/1/2018,10,15,23364,35.60337553
289,1/24/2018,14,9,23374,33.40639269
1608,2/10/2018,19,8,23377,34
98,1/17/2018,10,8,23380,32.92118227
799,11/26/2017,16,8,23390,34.39147287
815,11/27/2017,10,8,23393,35.37354086
3070,4/2/2018,20,8,23396,36.40875912
1529,12/8/2017,11,8,23412,34.89912281
235,1/22/2018,8,12,23444,32.4028436
1825,2/2/2018,9,8,23452,33.4784689
1367,12/3/2017,13,13,23453,34.09459459
2027,2/3/2018,18,12,23463,33.37383178
3392,4/5/2018,21,3,23463,36.42662116
1576,2/1/2018,11,8,23477,35.51502146
2450,3/20/2018,11,14,23478,35.79910714
2446,3/20/2018,7,13,23500,36.30859375
837,11/28/2017,10,18,23508,35.03076923
379,1/28/2018,12,7,23526,33.82608696
2680,3/30/2018,8,14,23526,35.47085202
193,1/20/2018,13,9,23533,31.16431925
472,1/31/2018,11,11,23542,34.56355932
78,1/12/2018,8,16,23556,32.12719298
3141,4/22/2018,20,9,23561,36.15646259
1900,2/23/2018,20,7,23563,35.78764479
3201,4/25/2018,11,13,23576,34.90134529
1388,12/30/2017,12,7,23613,35.578125
547,1/6/2018,16,12,23617,31.40528634
1368,12/3/2017,14,13,23647,35.26008969
3482,4/9/2018,20,10,23667,36.66101695
609,1/9/2018,10,12,23672,35.39463602
145,1/19/2018,11,10,23682,35.31932773
79,1/12/2018,9,10,23683,32.71367521
1503,12/7/2017,9,7,23687,33.15837104
1644,2/12/2018,10,7,23688,35.95348837
2105,2/7/2018,11,9,23699,34.25793651
1731,2/16/2018,7,9,23725,36.59649123
1502,12/7/2017,8,22,23728,32.84955752
517,1/5/2018,9,10,23735,33.85652174
1220,12/20/2017,11,10,23780,34.52534562
1434,12/4/2017,12,12,23794,35.31162791
197,1/20/2018,17,12,23800,33.13824885
311,1/25/2018,13,14,23828,34.66169154
1455,12/5/2017,9,17,23838,31.92857143
3506,5/1/2018,20,7,23842,36.97945205
893,11/30/2017,11,9,23853,34.37288136
1600,2/10/2018,11,7,23862,34.5703125
493,1/4/2018,8,13,23863,32.04824561
1766,2/17/2018,20,7,23865,35.46953405
546,1/6/2018,15,8,23868,31.94713656
1197,12/2/2017,11,17,23882,33.93032787
570,1/7/2018,16,6,23885,34.05533597
1700,2/14/2018,20,10,23898,36.05244755
2104,2/7/2018,10,9,23901,35.32432432
2583,3/26/2018,7,13,23908,36.84642857
3118,4/21/2018,21,7,23910,34.22635135
939,12/1/2017,8,12,23924,32.925
610,1/9/2018,11,14,23936,35.31395349
1436,12/4/2017,14,17,23952,34.49541284
1065,12/14/2017,20,16,23954,33.59765625
384,1/28/2018,17,6,23986,33.59583333
1667,2/13/2018,10,7,23988,34.61176471
569,1/7/2018,15,3,24017,33.65503876
966,12/10/2017,12,12,24018,34.3984375
1205,12/2/2017,19,6,24038,32.03781513
263,1/23/2018,12,15,24052,34.66816143
2309,3/15/2018,7,9,24063,37.69360269
246,1/22/2018,19,11,24083,31.89545455
331,1/26/2018,11,2,24121,35.21666667
838,11/28/2017,11,13,24123,34.53515625
941,12/1/2017,10,15,24129,34.94936709
34,1/10/2018,11,10,24138,35.3828125
497,1/4/2018,12,11,24144,32.9339207
1111,12/16/2017,18,22,24144,30.13409962
798,11/26/2017,15,5,24146,34.4
1943,2/25/2018,19,4,24151,35.03100775
3221,4/26/2018,9,7,24157,32.07623318
940,12/1/2017,9,18,24158,32.77178423
1150,12/18/2017,10,4,24204,34.35769231
2626,3/28/2018,14,11,24206,34.91363636
1272,12/22/2017,17,12,24212,32.70232558
1460,12/5/2017,14,6,24219,35.06880734
2888,4/12/2018,21,12,24222,35.60942761
3198,4/25/2018,8,14,24223,31.42922374
266,1/23/2018,15,21,24236,33.54954955
125,1/18/2018,14,14,24249,34.66239316
1528,12/8/2017,10,14,24255,33.42982456
1129,12/17/2017,12,9,24262,35.34509804
1626,2/11/2018,14,2,24276,33.5703125
862,11/29/2017,11,13,24317,35.04347826
796,11/26/2017,13,11,24321,34.59215686
2681,3/30/2018,9,11,24322,35.08520179
3220,4/26/2018,8,11,24324,31.00460829
2620,3/27/2018,20,8,24325,34.97643098
545,1/6/2018,14,5,24338,31.27155172
2083,2/6/2018,11,13,24341,33.78294574
1787,2/18/2018,19,4,24371,35.26978417
3565,5/4/2018,9,11,24373,33.90909091
1478,12/6/2017,8,14,24384,30.46875
2437,3/2/2018,20,10,24400,35.8365019
942,12/1/2017,11,20,24411,34.44725738
2982,4/16/2018,20,4,24426,36.05405405
3223,4/26/2018,11,13,24442,34.99547511
567,1/7/2018,13,12,24444,34.41532258
988,12/11/2017,10,10,24473,35.13333333
3165,4/23/2018,20,5,24485,36.42808219
410,1/29/2018,19,2,24486,33.53586498
2229,3/11/2018,19,7,24489,34.84642857
861,11/29/2017,10,9,24492,33.98031496
3576,5/4/2018,20,12,24508,35.65357143
2026,2/3/2018,17,2,24511,34.02283105
2802,3/9/2018,20,11,24513,35.34642857
1779,2/18/2018,11,5,24522,36.10071942
240,1/22/2018,13,17,24530,34.26666667
290,1/24/2018,15,20,24534,33.02752294
2596,3/26/2018,20,6,24545,36.13879004
329,1/26/2018,9,7,24551,34.55882353
2694,3/4/2018,19,4,24551,35.54121864
2925,4/14/2018,10,8,24569,37.01503759
2820,4/1/2018,18,10,24590,36.71959459
2819,4/1/2018,17,5,24596,36.31649832
544,1/6/2018,13,13,24605,31.83259912
2935,4/14/2018,20,7,24607,34.80916031
1756,2/17/2018,10,12,24608,37.16725979
1104,12/16/2017,11,10,24617,35.01550388
328,1/26/2018,8,20,24628,32.68534483
3199,4/25/2018,9,12,24630,31.13574661
1552,12/9/2017,11,14,24654,34.62450593
2127,2/8/2018,10,14,24665,34.996139
153,1/19/2018,19,8,24667,32.00913242
2718,3/6/2018,7,11,24672,36.26037736
890,11/30/2017,8,13,24698,32.34836066
2392,3/18/2018,19,7,24710,36.52156863
1393,12/30/2017,17,6,24713,34.49416342
2572,3/25/2018,19,11,24718,36.59498208
58,1/11/2018,11,8,24733,35.22007722
1482,12/6/2017,12,30,24734,33.72429907
2912,4/13/2018,21,13,24737,34.74915254
1135,12/17/2017,18,13,24744,32.6745098
2254,3/12/2018,20,5,24748,34.94982079
33,1/10/2018,10,4,24751,35.83921569
2071,2/5/2018,19,10,24753,33.6692607
2813,4/1/2018,11,3,24759,36.5890411
428,1/3/2018,13,12,24779,31.99561404
2183,3/1/2018,20,4,24799,35.82078853
2347,3/16/2018,21,15,24800,35.0777027
242,1/22/2018,15,16,24817,34.61818182
520,1/5/2018,12,9,24836,32.52631579
57,1/11/2018,10,8,24850,34.83587786
196,1/20/2018,16,13,24850,32.26046512
1458,12/5/2017,12,11,24864,34.13636364
797,11/26/2017,14,10,24871,34.44094488
891,11/30/2017,9,9,24889,31.83189655
1172,12/19/2017,10,10,24889,33.70817121
2768,3/8/2018,10,12,24902,35.336
1089,12/15/2017,20,6,24928,32.30314961
1484,12/6/2017,14,14,24929,32.98165138
3281,4/28/2018,21,10,24960,34.02054795
989,12/11/2017,11,16,24979,35.27799228
568,1/7/2018,14,6,24988,33.79133858
1441,12/4/2017,19,10,24992,33.02702703
972,12/10/2017,18,9,25012,32.34251969
1267,12/22/2017,12,18,25012,31.6
824,11/27/2017,19,7,25014,33.65098039
1722,2/15/2018,20,9,25030,36.34736842
399,1/29/2018,8,17,25038,32.62288136
2021,2/3/2018,12,8,25040,33.46188341
400,1/29/2018,9,10,25046,33.02145923
2128,2/8/2018,11,13,25047,34.86486486
405,1/29/2018,14,11,25048,34.53389831
1228,12/20/2017,19,10,25051,30.24651163
1846,2/20/2018,7,9,25056,35.77338129
264,1/23/2018,13,9,25057,34.38990826
170,1/2/2018,14,9,25059,35.33464567
527,1/5/2018,19,8,25063,31.04845815
123,1/18/2018,12,9,25066,34.81434599
3257,4/27/2018,21,4,25077,34.62033898
143,1/19/2018,9,12,25084,33.15254237
1625,2/11/2018,13,7,25108,33.85375494
470,1/31/2018,9,15,25111,33.31779661
3325,4/3/2018,20,5,25116,35.72635135
1743,2/16/2018,20,12,25118,35.37943262
585,1/8/2018,9,17,25136,33.50965251
1437,12/4/2017,15,17,25154,33.86098655
2286,3/14/2018,7,10,25158,37.28619529
1479,12/6/2017,9,9,25184,29.39285714
195,1/20/2018,15,14,25186,31.62895928
498,1/4/2018,13,10,25204,32.2360515
3563,5/4/2018,7,14,25208,36.22222222
3566,5/4/2018,10,58,25210,29.84027778
1110,12/16/2017,17,19,25220,30.94509804
1581,2/1/2018,16,15,25230,32.33816425
1584,2/1/2018,19,13,25244,31.47706422
971,12/10/2017,17,14,25253,32.05836576
2044,2/4/2018,12,8,25269,34.95348837
2607,3/27/2018,7,9,25300,35.08214286
2902,4/13/2018,11,17,25316,35.31627907
1461,12/5/2017,15,13,25328,34.53881279
2082,2/6/2018,10,10,25345,33.0390625
142,1/19/2018,8,8,25349,32.57446809
2049,2/4/2018,17,11,25390,34.18677043
1579,2/1/2018,14,12,25402,34.8744186
608,1/9/2018,9,7,25404,31.87890625
1958,2/26/2018,10,15,25421,36.65306122
294,1/24/2018,19,8,25433,30.62895928
107,1/17/2018,19,6,25434,32.35714286
3137,4/22/2018,16,7,25465,34.29411765
836,11/28/2017,9,5,25482,32.26356589
120,1/18/2018,9,7,25483,32.13617021
380,1/28/2018,13,14,25502,32.21276596
119,1/18/2018,8,7,25514,32.68907563
2476,3/21/2018,14,13,25520,34.01877934
1959,2/26/2018,11,8,25544,36.91393443
1485,12/6/2017,15,14,25554,33.37168142
2632,3/28/2018,20,6,25556,35.74747475
2048,2/4/2018,16,12,25565,34.15748031
2688,3/4/2018,11,8,25587,35.08865248
970,12/10/2017,16,11,25589,32.82692308
2792,3/9/2018,10,9,25595,34.816
1134,12/17/2017,17,4,25598,33.67322835
813,11/27/2017,8,10,25601,33.28404669
1506,12/7/2017,12,13,25601,34.3018018
1489,12/6/2017,19,16,25610,30.12844037
430,1/3/2018,15,5,25614,32.59210526
500,1/4/2018,15,13,25630,32.21052632
3469,4/9/2018,7,19,25652,37.02702703
267,1/23/2018,16,10,25653,31.65919283
1835,2/2/2018,19,9,25663,33.03686636
270,1/23/2018,19,10,25672,30.57990868
356,1/27/2018,12,17,25676,33.97033898
2852,4/11/2018,7,9,25714,36.12543554
2514,3/23/2018,7,11,25717,36.35106383
1389,12/30/2017,13,7,25720,34.6496063
1459,12/5/2017,13,14,25722,34.73271889
1435,12/4/2017,13,16,25730,34.26940639
1811,2/19/2018,19,12,25754,35.53571429
194,1/20/2018,14,15,25755,30.25446429
1032,12/13/2017,10,11,25757,34.76679842
1151,12/18/2017,11,10,25765,33.75486381
457,1/30/2018,19,16,25771,33.45147679
148,1/19/2018,14,7,25780,34.06511628
383,1/28/2018,16,12,25782,32.78632479
2969,4/16/2018,7,9,25786,37.07342657
168,1/2/2018,12,11,25796,34.96899225
1173,12/19/2017,11,13,25797,33.90384615
362,1/27/2018,18,9,25816,32.86075949
1865,2/22/2018,7,11,25817,34.31182796
3416,4/6/2018,21,10,25828,34.48979592
496,1/4/2018,11,6,25858,33.60498221
1244,12/21/2017,12,15,25867,33.12442396
2025,2/3/2018,16,16,25876,33.35454545
3080,4/20/2018,7,12,25877,36.60135135
469,1/31/2018,8,6,25886,32.3677686
103,1/17/2018,15,15,25887,34.51515152
1573,2/1/2018,8,13,25895,31.61344538
2022,2/3/2018,13,12,25900,33.20737327
452,1/30/2018,14,15,25912,34.54700855
2113,2/7/2018,19,9,25913,33.82824427
1010,12/12/2017,10,9,25921,35.23643411
2086,2/6/2018,14,11,25923,33.69379845
814,11/27/2017,9,3,25926,33.64864865
2459,3/20/2018,20,10,25958,34.93311037
2322,3/15/2018,20,9,25959,35.04682274
969,12/10/2017,15,8,25980,32.47307692
1483,12/6/2017,13,19,25980,32.61187215
2668,3/3/2018,19,1,25985,33.46768061
339,1/26/2018,19,10,26000,32.69915254
2741,3/7/2018,7,24,26005,36.05734767
2405,3/19/2018,10,5,26011,36.80708661
2228,3/11/2018,18,9,26035,34.92170819
1607,2/10/2018,18,8,26038,34.046875
2469,3/21/2018,7,12,26053,35.71283784
475,1/31/2018,14,15,26058,33.9279661
42,1/10/2018,19,17,26060,32.5877193
1513,12/7/2017,19,25,26061,25.06334842
2024,2/3/2018,15,4,26069,33.28310502
1915,2/24/2018,11,11,26090,35.84126984
2360,3/17/2018,10,5,26091,36.84848485
3117,4/21/2018,20,4,26101,34.88435374
2700,3/5/2018,10,4,26109,36.18113208
2066,2/5/2018,14,12,26135,34.51361868
3003,4/17/2018,20,7,26140,35.4829932
1349,12/29/2017,18,11,26143,33.96108949
595,1/8/2018,19,11,26149,32.96015936
835,11/28/2017,8,18,26157,32.22957198
1717,2/15/2018,15,18,26163,34.22065728
3452,4/8/2018,11,9,26165,34.89455782
1996,2/28/2018,7,14,26172,36.06737589
1132,12/17/2017,15,7,26183,33.0511811
2424,3/2/2018,7,4,26199,36.32857143
2222,3/11/2018,12,6,26209,35.75539568
1508,12/7/2017,14,12,26212,34.53153153
1198,12/2/2017,12,15,26214,32.52697095
403,1/29/2018,12,12,26218,34.15744681
521,1/5/2018,13,15,26228,31.96017699
31,1/10/2018,8,4,26229,33.13076923
860,11/29/2017,9,12,26229,31.53281853
381,1/28/2018,14,5,26238,32.25316456
3204,4/25/2018,14,8,26250,34.32579186
1079,12/15/2017,10,6,26264,35.3254902
896,11/30/2017,14,9,26278,33.22222222
1739,2/16/2018,16,16,26284,29.57920792
2769,3/8/2018,11,14,26285,35.39043825
2047,2/4/2018,15,12,26287,32.83268482
2023,2/3/2018,14,6,26298,33.34246575
382,1/28/2018,15,11,26315,32.52521008
1008,12/12/2017,8,14,26315,32.416
1709,2/15/2018,7,15,26321,35.58041958
1574,2/1/2018,9,8,26328,31.30416667
968,12/10/2017,14,7,26342,32.41176471
2152,2/9/2018,11,8,26342,34.76538462
1149,12/18/2017,9,7,26358,33.8359375
1148,12/18/2017,8,5,26365,33.43307087
32,1/10/2018,9,4,26366,32.58555133
522,1/5/2018,14,20,26372,31.88793103
865,11/29/2017,14,10,26374,33.73770492
1053,12/14/2017,8,18,26379,32.7826087
3539,5/3/2018,7,19,26381,36.72635135
124,1/18/2018,13,11,26382,34.5387931
3231,4/26/2018,19,7,26384,32.52727273
1033,12/13/2017,11,12,26385,34.59689922
2549,3/24/2018,20,6,26399,34.73913043
2564,3/25/2018,11,4,26416,36.57142857
406,1/29/2018,15,7,26424,34.00858369
1580,2/1/2018,15,12,26431,33.46046512
1011,12/12/2017,11,16,26446,34.54509804
1687,2/14/2018,7,11,26457,35.49122807
1133,12/17/2017,16,10,26495,34.24206349
56,1/11/2018,9,8,26500,31.90769231
1055,12/14/2017,10,1,26513,34.79069767
2898,4/13/2018,7,22,26533,36.67676768
150,1/19/2018,16,19,26538,31.04186047
3312,4/3/2018,7,11,26560,36.80727273
2539,3/24/2018,10,4,26562,36.05357143
3107,4/21/2018,10,9,26579,36.72222222
866,11/29/2017,15,27,26584,33.00413223
1465,12/5/2017,19,12,26589,33.27981651
1438,12/4/2017,16,14,26594,32.96846847
3529,5/2/2018,20,9,26623,36.45918367
2370,3/17/2018,20,12,26633,33.96644295
1828,2/2/2018,12,15,26640,33.81818182
2227,3/11/2018,17,12,26642,35.12056738
2064,2/5/2018,12,12,26649,34.85658915
1056,12/14/2017,11,5,26658,34.10505837
3152,4/23/2018,7,14,26677,36.51219512
3247,4/27/2018,11,17,26683,34.85135135
2061,2/5/2018,9,5,26684,33.67578125
171,1/2/2018,15,15,26692,34.37109375
1246,12/21/2017,14,20,26693,31.91705069
404,1/29/2018,13,13,26694,33.82916667
590,1/8/2018,14,8,26695,33.8957529
1802,2/19/2018,10,14,26705,36.80141844
1975,2/27/2018,7,2,26707,35.0212766
3567,5/4/2018,11,52,26707,32.07913669
3094,4/20/2018,21,11,26709,34.66554054
268,1/23/2018,17,8,26711,28.35714286
1130,12/17/2017,13,7,26740,33.57751938
607,1/9/2018,8,22,26741,32.54022989
3378,4/5/2018,7,15,26742,36.24067797
317,1/25/2018,19,5,26762,32.59493671
3302,4/29/2018,19,16,26773,35.95973154
1203,12/2/2017,17,13,26776,31.92592593
1577,2/1/2018,12,9,26781,34.4625
1204,12/2/2017,18,15,26787,31.15481172
357,1/27/2018,13,20,26792,33.4957265
450,1/30/2018,12,8,26796,34.65254237
3057,4/2/2018,7,13,26806,36.05743243
3019,4/18/2018,14,18,26808,34.59192825
1643,2/12/2018,9,5,26812,33.34099617
1509,12/7/2017,15,18,26813,34.02690583
126,1/18/2018,15,9,26820,33.87341772
361,1/27/2018,17,9,26858,33.18487395
987,12/11/2017,9,15,26865,32.96946565
358,1/27/2018,14,13,26868,33.60169492
243,1/22/2018,16,22,26882,32.88235294
894,11/30/2017,12,12,26892,34.3164557
1942,2/25/2018,18,8,26896,35.75968992
1463,12/5/2017,17,18,26914,30.77981651
1392,12/30/2017,16,8,26917,34.10505837
2171,3/1/2018,7,8,26919,36.1886121
2391,3/18/2018,18,11,26924,35.67953668
3428,4/7/2018,10,7,26928,35.68686869
2818,4/1/2018,16,5,26934,35.63175676
1245,12/21/2017,13,23,26936,31.71428571
3334,4/30/2018,7,12,26951,36.73737374
3516,5/2/2018,7,14,26951,36.70748299
2791,3/9/2018,9,9,26955,33.584
55,1/11/2018,8,12,26959,32.60465116
1530,12/8/2017,12,18,26974,34.62389381
1553,12/9/2017,12,13,26981,33.453125
2491,3/22/2018,7,20,26981,35.7885906
2045,2/4/2018,13,7,26982,33.43700787
2046,2/4/2018,14,15,26985,33.4
1936,2/25/2018,12,4,26992,35.40229885
846,11/28/2017,19,11,26993,32.464
1325,12/28/2017,18,11,27013,33.53359684
2149,2/9/2018,8,12,27018,32.236
3012,4/18/2018,7,18,27019,36.28378378
2059,2/5/2018,7,9,27024,34.90909091
269,1/23/2018,18,16,27035,27.8963964
473,1/31/2018,12,13,27053,34.01709402
1131,12/17/2017,14,9,27058,34.36964981
3034,4/19/2018,7,14,27060,36.18181818
2793,3/9/2018,11,14,27063,34.98
147,1/19/2018,13,8,27064,33.56561086
897,11/30/2017,15,18,27069,33.2
2957,4/15/2018,19,9,27073,35.89830508
3202,4/25/2018,12,18,27076,33.63963964
169,1/2/2018,13,17,27079,34.26538462
2084,2/6/2018,12,7,27089,33.26356589
291,1/24/2018,16,11,27095,31.45205479
130,1/18/2018,19,14,27117,32.96566524
2701,3/5/2018,11,3,27127,36.74906367
3226,4/26/2018,14,12,27130,32.77927928
1009,12/12/2017,9,7,27144,32.39442231
2842,4/10/2018,20,5,27175,35.85185185
1343,12/29/2017,12,3,27176,33.62790698
2102,2/7/2018,8,15,27187,31.99609375
1646,2/12/2018,12,14,27194,34.52509653
477,1/31/2018,16,10,27195,30.80263158
819,11/27/2017,14,14,27200,34.21705426
967,12/10/2017,13,8,27205,33.22134387
3209,4/25/2018,19,16,27208,28.37899543
1831,2/2/2018,15,13,27210,33.04205607
901,11/30/2017,19,13,27218,31.47083333
2406,3/19/2018,11,18,27224,36.36964981
2103,2/7/2018,9,12,27227,32.33464567
1648,2/12/2018,14,12,27229,33.84615385
2197,3/10/2018,10,13,27231,35.73049645
2642,3/29/2018,7,23,27233,35.58249158
1800,2/19/2018,8,7,27245,36.52650177
1507,12/7/2017,13,8,27247,34.45909091
584,1/8/2018,8,8,27248,32.46743295
3025,4/18/2018,20,8,27249,36.28178694
1890,2/23/2018,10,1,27250,35.52671756
1201,12/2/2017,15,5,27251,32.21138211
149,1/19/2018,15,14,27269,32.22321429
859,11/29/2017,8,19,27273,32.67578125
1512,12/7/2017,18,23,27273,21.86111111
3552,5/3/2018,20,8,27276,35.77777778
1030,12/13/2017,8,9,27298,32.90944882
1606,2/10/2018,17,6,27302,33.97297297
501,1/4/2018,16,15,27309,31.58108108
314,1/25/2018,16,11,27326,32.39819005
292,1/24/2018,17,13,27331,27.95022624
613,1/9/2018,14,17,27331,34.8
1080,12/15/2017,11,7,27340,33.68992248
2829,4/10/2018,7,9,27351,36.25084746
2065,2/5/2018,13,11,27352,34.46484375
870,11/29/2017,19,14,27355,30.97478992
1829,2/2/2018,13,16,27356,33.35648148
3493,5/1/2018,7,11,27357,35.79661017
3280,4/28/2018,20,10,27365,34.13220339
2990,4/17/2018,7,8,27369,36.7755102
474,1/31/2018,13,8,27375,33.90295359
3243,4/27/2018,7,8,27394,35.06293706
1221,12/20/2017,12,15,27397,33.51818182
588,1/8/2018,12,10,27411,34.58687259
2874,4/12/2018,7,16,27411,36.17114094
1171,12/19/2017,9,11,27417,31.71484375
1941,2/25/2018,17,7,27433,35.70114943
1170,12/19/2017,8,14,27445,31.44047619
451,1/30/2018,13,12,27446,33.75744681
1159,12/18/2017,19,19,27450,30.80392157
1054,12/14/2017,9,10,27453,32.11969112
476,1/31/2018,15,20,27459,34.2173913
2080,2/6/2018,8,18,27461,30.96538462
867,11/29/2017,16,18,27467,30.72427984
2126,2/8/2018,9,13,27471,32.3011583
2106,2/7/2018,12,9,27480,34.60392157
3203,4/25/2018,13,10,27484,33.44594595
1199,12/2/2017,13,19,27493,31.59836066
618,1/9/2018,19,7,27495,32.95219124
1031,12/13/2017,9,11,27501,33.1023622
1462,12/5/2017,16,8,27506,33.239819
66,1/11/2018,19,10,27514,32.69140625
2298,3/14/2018,20,7,27520,34.4222973
1268,12/22/2017,13,25,27524,31.59534884
1223,12/20/2017,14,22,27533,32.97727273
453,1/30/2018,15,9,27544,34.01709402
454,1/30/2018,16,13,27544,32.60633484
1830,2/2/2018,14,25,27546,32.9266055
3402,4/6/2018,7,13,27558,36.27027027
502,1/4/2018,17,12,27559,28.56164384
1269,12/22/2017,14,12,27576,31.00458716
3175,4/24/2018,7,10,27621,36.52040816
146,1/19/2018,12,13,27632,33.94893617
1601,2/10/2018,12,7,27657,33.16538462
1921,2/24/2018,19,6,27657,34.53461538
332,1/26/2018,12,15,27668,34.02074689
1668,2/13/2018,11,5,27670,34.71024735
128,1/18/2018,17,6,27671,29.14798206
2206,3/10/2018,19,21,27690,33.73571429
1222,12/20/2017,13,22,27693,33.40182648
1224,12/20/2017,15,12,27711,33.03669725
359,1/27/2018,15,9,27721,33.43162393
151,1/19/2018,17,19,27731,29.08888889
1077,12/15/2017,8,21,27738,33.64341085
895,11/30/2017,13,7,27761,33.18487395
1078,12/15/2017,9,13,27773,33.16141732
1653,2/12/2018,19,8,27774,32.34645669
1537,12/8/2017,19,10,27775,31.20392157
1642,2/12/2018,8,10,27778,33.07364341
820,11/27/2017,15,15,27797,34.04313725
1578,2/1/2018,13,10,27797,33.80257511
1957,2/26/2018,9,11,27808,33.3902439
1891,2/23/2018,11,8,27824,35.26538462
480,1/31/2018,19,11,27841,32.33050847
2390,3/18/2018,17,10,27851,35.83333333
817,11/27/2017,12,14,27853,33.83846154
2865,4/11/2018,20,2,27855,35.76190476
2085,2/6/2018,13,5,27863,32.78515625
2721,3/6/2018,10,10,27866,35.64528302
1109,12/16/2017,16,13,27874,31.64478764
2125,2/8/2018,8,16,27874,32.44747082
523,1/5/2018,15,16,27876,31.98275862
1271,12/22/2017,16,20,27895,32.82110092
3460,4/8/2018,19,6,27896,35.71621622
2817,4/1/2018,15,14,27897,35.49833887
611,1/9/2018,12,12,27902,34.44186047
1560,12/9/2017,19,13,27903,30.8996139
360,1/27/2018,16,8,27912,33.06666667
1200,12/2/2017,14,14,27939,32.13692946
1247,12/21/2017,15,17,27946,32.78181818
3224,4/26/2018,12,18,27955,33.74107143
313,1/25/2018,15,13,27961,33.70464135
841,11/28/2017,14,14,27972,34.0077821
37,1/10/2018,14,9,27979,34.3125
2067,2/5/2018,15,15,27982,34.23643411
1559,12/9/2017,18,7,27983,30.65873016
986,12/11/2017,8,12,27993,33.13385827
2790,3/9/2018,8,10,28015,34.08433735
1786,2/18/2018,18,5,28026,35.4516129
1832,2/2/2018,16,10,28055,31.75576037
1202,12/2/2017,16,9,28058,33.1814346
1765,2/17/2018,19,17,28059,34.72302158
2244,3/12/2018,10,7,28067,35.67142857
1248,12/21/2017,16,17,28071,31.89814815
1666,2/13/2018,9,6,28076,31.52325581
2767,3/8/2018,9,8,28076,33.27091633
1801,2/19/2018,9,3,28082,36.46428571
1250,12/21/2017,18,18,28088,29.38888889
35,1/10/2018,12,10,28105,34.59073359
1390,12/30/2017,14,8,28117,34.37007874
2814,4/1/2018,12,7,28131,35.90847458
3227,4/26/2018,15,22,28142,31.6
1227,12/20/2017,18,20,28143,27.06511628
2504,3/22/2018,20,6,28146,35.35
3132,4/22/2018,11,5,28146,35.62962963
863,11/29/2017,12,12,28151,33.73412698
2816,4/1/2018,14,9,28163,35.53846154
431,1/3/2018,16,12,28191,31.38961039
1391,12/30/2017,15,9,28192,33.79766537
2160,2/9/2018,19,20,28199,32.97286822
2385,3/18/2018,12,6,28207,36.00769231
3205,4/25/2018,15,10,28211,32.71945701
2081,2/6/2018,9,13,28212,29.13565891
2949,4/15/2018,11,9,28212,35.75167785
2753,3/7/2018,19,9,28214,33.28861789
